OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,irwin_IsCpxChild,irwin_CpxName,irwin_CpxID,SHAPE_Length,SHAPE_Area
17256,Donut,Wildfire Daily Fire Perimeter,Image Interpretation,68348.0830704829,2022/06/21 20:10:33+00,2022/07/21 23:43:55+00,2022/07/15 10:34:59+00,68347.8005453239,{AF5AB90F-FD58-4443-B1A1-14C171A9CFE7},2022 NIFS,,ICS209,54579.3934,,,65621,10,AKYTDC,0,,,,Active,Backing,Running,Isolated Torching,Natural,,,PQ6E,,2022/06/21 19:57:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/06/28 23:00:00+00,2022/06/24 00:45:00+00,2022/06/28 23:00:00+00,F,Type 5 IC,Donut,"38 miles Southeast of Ruby, AK",WF,FI,64.28001,-154.8886,,,{0C00FCB4-5B31-4065-8722-0B74C57868BB},,0,1,0,0,0,0,000335,0,0,,Yukon-Koyukuk,AKYTDC,02290,DNR,AKAKS,,State,Other,,,,,,,AK03S,BLM,AKTAD,US-AK,,,Timber (Litter and Understory),,4,2022-AKTAD-000335,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/17 02:49:48+00,2022/06/21 20:10:26+00,{7240524D-7D70-4F7A-B261-64CF4398E47B},1,Poorman Complex,{94095267-40F1-4ADC-A3EC-D1B00EC3D84F},4.03072290704899,-0.0511797613235174
17270,Koness,Wildfire Daily Fire Perimeter,Image Interpretation,7244,2022/06/21 22:18:17+00,2022/07/15 15:57:54+00,2022/07/14 13:47:00+00,7243.96076925511,{D48598D0-DE58-4C6E-BE67-C6FF4161DE8F},2022 NIFS,,DEFAULT,7223.6555,,,7244,1,AKYTDC,0,,,,Minimal,,,,Natural,,,PQ6U,,2022/06/21 22:12:59+00,Type 5 Incident,,0,0,1,99,PD,1522,AICC,2022/07/21 17:29:59+00,2022/07/14 15:59:59+00,2022/07/21 17:29:59+00,U,Type 5 IC,Koness,"37 miles southeast of Arctic Village, AK",WF,FI,67.8594,-144.1869,,,{B87BCACB-85EB-4539-8AD6-02D47C699B88},,0,1,0,0,0,0,000339,0,0,"Arctic Village, AK",Yukon-Koyukuk,AKYTDC,02290,FWS,AKARR,,USFWS,Federal,,,,,,,AK02,BLM,AKUYD,US-AK,,,Short Grass (1 foot),Timber (Grass and Understory),12,2022-AKUYD-000339,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/21 17:46:10+00,2022/06/21 22:18:05+00,{CB54EA39-3ABB-489D-9495-FC776A46BF23},0,,,1.07175764146957,-0.00625574387681486
17288,Clear,Wildfire Daily Fire Perimeter,Mixed Methods,72185.4097127634,2022/07/24 14:14:58+00,2022/07/24 14:18:39+00,,72185.1129453301,{44868063-48B5-4F03-BD77-A11A2B7C4FD0},2022 NIFS,,DEFAULT,72157.1624,,,72171,1,AKNFDC,22167000,,,,Minimal,,Smoldering,Smoldering,Natural,,,PQ66,,2022/06/22 01:05:10+00,Type 1 Incident,,0,0,0,100,,,AICC,2022/07/24 02:00:00+00,2022/07/23 02:00:00+00,2022/07/24 02:00:00+00,U,Type 1 Team,Clear,10 NW from City of Anderson along the Teklanika River,WF,FI,64.404667,-149.5065,,,{5AD50279-8ACE-4A3B-A9AE-239C1B9B2985},,0,1,,1,,0,211346,71,0,,Yukon-Koyukuk,AKNFDC,02290,DNR,AKDNS,,State,Other,,,,,,,AK01W,DVF,AKFAS,US-AK,,,Timber (Litter and Understory),Closed Timber Litter,431,2022-AKFAS-211346,Approved Decision,ifm,ics209,0,Type 1 Incident,2022/07/13 16:39:30+00,,IRWIN,,2022/07/24 03:11:59+00,2022/06/22 01:40:11+00,{AFCF6AD7-14C2-451F-9C8C-B4191964E0C0},0,,,3.87776308196482,-0.0540862415154319
17305,Camp Creek,Wildfire Daily Fire Perimeter,Image Interpretation,59809.2519613814,2022/06/23 18:29:23+00,2022/07/15 19:22:24+00,2022/07/15 10:34:59+00,59809.0011332977,{56FBD49D-672A-4CEF-A50A-31F340CF1995},2022 NIFS,,ICS209,54535.3715,,,59809,20,AKGADC,0,,,,Active,,,,Natural,,,PQ7B,,2022/06/22 04:28:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/06/28 19:30:00+00,2022/06/27 19:30:00+00,2022/06/28 19:30:00+00,F,Type 5 IC,Camp Creek,Near Camp Creek,WF,FI,64.17569,-156.1086,,,{0412C22E-C69B-4458-BF3F-42FB3D4B2AE4},,0,1,0,0,0,0,000352,0,0,,Yukon-Koyukuk,AKGADC,02290,DNR,AKAKS,,State,Other,,,,,,,AK05,BLM,AKGAD,US-AK,,,Short Grass (1 foot),Timber (Litter and Understory),,2022-AKGAD-000352,Approved Decision,wildcad,ics209,0,Type 3 Incident,2022/07/03 17:47:24+00,,IRWIN,,2022/07/17 02:49:50+00,2022/06/22 04:44:31+00,{5FADF1B1-BA17-4974-A1E1-6E5B78DB9A4C},1,Poorman Complex,{94095267-40F1-4ADC-A3EC-D1B00EC3D84F},3.57420788333785,-0.0445780944161808
17312,Minto Lakes,Wildfire Daily Fire Perimeter,Mixed Methods,37554.4251176691,2022/07/03 16:05:16+00,2022/07/14 19:38:26+00,2022/07/03 01:30:00+00,37554.2712418354,{203F2AE7-7128-4120-88F3-CF711A8303B2},2022 NIFS,,DEFAULT,37550.9313,,,37554,20,AKNFDC,9188000,,,,Minimal,,Smoldering,Smoldering,Natural,,,PQ92,,2022/06/22 00:34:39+00,Type 1 Incident,,0,0,0,100,,,AICC,2022/07/19 21:45:00+00,2022/07/19 15:59:59+00,2022/07/19 21:45:00+00,U,Type 1 Team,Minto Lakes,Minto Lakes/Chatanika River,WF,FI,64.95945,-148.824722,,,{8BD795BD-489A-4DBD-BAD3-BB2E6D2FFC05},,0,1,,1,,0,211349,53,0,Fairbanks,Yukon-Koyukuk,AKNFDC,02290,DNR,AKDNS,,State,Other,,,,,,,AK01W,DVF,AKFAS,US-AK,,,Timber (Grass and Understory),Timber (Litter and Understory),10,2022-AKFAS-211349,Approved Decision,ifm,ifm,0,Type 3 Incident,2022/07/15 23:49:37+00,,IRWIN,,2022/07/23 02:02:16+00,2022/06/22 04:09:11+00,{E3EDD07B-DDCC-41B3-BD54-E5583E19197C},0,,,3.79606531084028,-0.028959583826019
17319,Pack,Wildfire Daily Fire Perimeter,Image Interpretation,29969.5,2022/06/20 21:22:47+00,2022/07/16 16:08:47+00,2022/07/15 14:08:00+00,29969.3336430987,{10A2D450-C9B2-4C9A-AC18-298AEFCCE9C0},2022 NIFS,,DEFAULT,29470.6824,,,29969.5,1,AKYTDC,0,,,,Minimal,,,,Natural,,,PQ4K,,2022/06/20 19:50:59+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/21 17:29:59+00,2022/07/14 15:59:59+00,2022/07/21 17:29:59+00,U,Type 5 IC,Pack,"29 miles due east of Circle, AK",WF,FI,65.83409,-142.9913,,,{59139601-6449-4124-807B-D508B01BC702},,0,1,0,0,0,0,000321,0,0,"Circle, AK",Yukon-Koyukuk,AKYTDC,02290,BLM,AKEID,,BLM,Federal,,,,,,,AK02,BLM,AKUYD,US-AK,,,Short Grass (1 foot),Timber (Grass and Understory),,2022-AKUYD-000321,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/21 17:39:31+00,2022/06/20 21:22:37+00,{943F48F8-C838-48DD-AE9A-FCE85821FD98},0,,,1.94383374096473,-0.0237718381205339
17320,Bitzshitini,Wildfire Daily Fire Perimeter,Mixed Methods,69908.9159988644,2022/06/21 23:45:36+00,2022/07/24 14:34:33+00,2022/07/09 13:47:00+00,69908.6326350242,{50CFBC8F-972F-4D1F-9639-81A9DED2214B},2022 NIFS,,ICS209,65078.4785,,,69678,0.1,AKYTDC,185751,,,,Active,Creeping,Backing,Wind Driven Runs,Natural,,,PQ26,,2022/06/20 01:04:00+00,Type 5 Incident,,0,0,0,100,PD,1522,AICC,2022/06/25 21:00:00+00,2022/06/24 03:00:00+00,2022/06/25 21:00:00+00,F,Type 5 IC,Bitzshitini,43 Miles South of Tanana,WF,FI,64.51074,-151.9654,,,{D74F6025-9061-4C9F-964B-5AA3964F0594},,0,1,0,0,0,0,000312,37,0,,Yukon-Koyukuk,AKYTDC,02290,DNR,AKAKS,,State,Other,,,,,,,AK03S,BLM,AKTAD,US-AK,,,Timber (Grass and Understory),Tall Grass (2.5 feet),8,2022-AKTAD-000312,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/24 02:39:31+00,2022/06/20 01:12:54+00,{828E54BF-A2D8-488E-A899-A6D828A99801},1,Bean Complex,{4BC356C9-B6E2-40FF-A115-2E937DE91DD3},5.42969484649889,-0.0527887141557138
17326,Radio Creek,Wildfire Daily Fire Perimeter,Image Interpretation,45801.6,2022/06/22 00:38:17+00,2022/07/14 14:34:41+00,2022/07/13 22:17:00+00,45801.4263148548,{BD3F6002-12A6-48E6-AA34-7A1972EF371F},2022 NIFS,,DEFAULT,37047.9334,,,45801.6,299,AKGADC,30000,,,,Moderate,,Flanking,Group Torching,Natural,,,PQ64,,2022/06/21 23:55:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/02 00:00:00+00,2022/07/01 01:44:59+00,2022/07/02 00:00:00+00,U,Type 5 IC,Radio Creek,40 miles north of Ruby,WF,FI,65.27569,-155.0947,,,{FAF9ECBC-FD3A-416B-A029-CB82E0E21397},,0,1,0,0,0,0,000344,0,0,,Yukon-Koyukuk,AKGADC,02290,BLM,AKCYD,,BLM,Federal,,,,,,,AK05,BLM,AKGAD,US-AK,,,Timber (Litter and Understory),Short Grass (1 foot),,2022-AKGAD-000344,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/14 17:56:35+00,2022/06/22 00:38:07+00,{B5F3A5DA-6243-43FB-9E8F-8FCCA1917440},0,,,3.03179870487063,-0.0356417621487713
17331,Bishop Creek,Wildfire Daily Fire Perimeter,Image Interpretation,3556.9,2022/06/21 00:53:47+00,2022/07/11 14:18:09+00,2022/07/10 22:07:00+00,3556.88360062616,{E7FDD4E6-EAE6-4F29-9EC8-12804355D1ED},2022 NIFS,,DEFAULT,3372.5936,,,3556.9,1,AKGADC,,,,,,,,,Natural,,,PQ47,,2022/06/21 00:09:00+00,,,,,,,PD,1522,AICC,,,,,,Bishop Creek,,WF,FI,64.55001,-157.7098,,,{97CA73CA-C53F-4630-8A63-C8CE565FAC00},,0,1,0,0,0,,000323,,,,Yukon-Koyukuk,AKGADC,02290,FWS,AKINR,,USFWS,Federal,,,,,,,AK05,BLM,AKGAD,US-AK,,,,,,2022-AKGAD-000323,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/11 17:46:04+00,2022/06/21 00:53:36+00,{DDB0DD30-0D03-4FEE-AC68-F30F6E736926},0,,,0.599403158187803,-0.00269153826735637
17335,Galatea Creek,Wildfire Daily Fire Perimeter,Image Interpretation,10433.6,2022/06/21 01:27:34+00,2022/07/14 14:14:01+00,2022/07/13 22:17:00+00,10433.5688101965,{4FE334C0-451A-40CA-9C34-BC3F6D492EE7},2022 NIFS,,DEFAULT,8149.4847,,,10433.6,7,AKGADC,,,,,,,,,Natural,,,PQ49,,2022/06/21 01:15:59+00,,,,,,,PD,1522,AICC,,,,,,Galatea Creek,,WF,FI,63.99006,-156.9278,,,{E78566DA-1D8E-4CA0-8489-FCE911B9EC0B},,0,1,0,0,0,,000325,,,,Yukon-Koyukuk,AKGADC,02290,DNR,AKAKS,,State,Other,,,,,,,AK05,BLM,AKGAD,US-AK,,,,,,2022-AKGAD-000325,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/16 22:26:46+00,2022/06/21 01:27:24+00,{9DA7D20E-921A-49AA-94D2-85B4D2EE9F7F},0,,,1.05786516286855,-0.00774016324919464
17337,Troublesome,Wildfire Daily Fire Perimeter,Mixed Methods,13281.877971784,2022/06/23 21:08:02+00,2022/07/16 22:45:10+00,2022/07/03 22:16:56+00,13281.8243755156,{393E31EE-B30C-4CDD-A075-D8AC56FA001C},2022 NIFS,,ICS209,13281.7497,,,13282,30,AKYTDC,0,,,,Active,,Group Torching,Spotting,Natural,,,PRB4,,2022/06/23 20:38:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/06/30 19:15:00+00,2022/06/29 00:00:00+00,2022/06/30 19:15:00+00,F,Type 5 IC,Troublesome,13 Miles East of Rampart,WF,FI,65.49601,-149.7203,,,{865D54AF-D195-424C-BFE9-6548B93BBEF7},,0,1,0,0,0,0,000359,0,0,,Yukon-Koyukuk,AKYTDC,02290,BLM,AKCYD,,BLM,Federal,,,,,,,AK03S,BLM,AKTAD,US-AK,,,Timber (Grass and Understory),,,2022-AKTAD-000359,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/24 04:12:39+00,2022/06/23 21:07:56+00,{73476FB8-5387-4871-B7AA-8171FC932E72},1,Dalton Highway Complex,{B4654FA1-FE2F-4A42-87E8-6EF8D3FCBA7E},1.8208347161132,-0.0103988905336175
17338,Porcupine Creek,Wildfire Daily Fire Perimeter,Digitized-Image,12390.6138367183,2022/06/25 06:48:17+00,2022/07/09 18:50:55+00,2022/07/08 21:59:59+00,12390.5632501878,{CBDFA404-837D-47E3-A497-32FFB0091EB1},2022 NIFS,,DEFAULT,12115.7496,,,12391,11097.2,AKNFDC,235036,,,,Minimal,,,,Natural,,,PT0F,,2022/06/25 04:34:35+00,Type 4 Incident,,,,,,,,AICC,,,,,,Porcupine Creek,,WF,FI,64.648,-145.013167,,,{D3AE2218-ED3E-4AA8-AE35-401C3212D480},,0,1,,1,,0,211375,,,,Fairbanks North Star,AKNFDC,02090,DNR,AKDNS,,State,Other,,,,,,,AK01W,DVF,AKFAS,US-AK,,,Chaparral (6 feet),,,2022-AKFAS-211375,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/19 02:39:32+00,2022/06/25 06:48:09+00,{C1826D24-F2A7-4403-995F-DA23EABCEBE7},1,Middle Tanana Complex,{115283FB-9646-4A96-8854-0B5F09C39C6E},1.30056357469806,-0.00940595470810045
17349,Middle Fork,Wildfire Daily Fire Perimeter,Digitized-Image,1236.8579033955,2022/06/26 19:36:02+00,2022/07/16 19:15:45+00,2022/07/15 21:59:59+00,1236.85275047945,{DB2C9BAF-0D90-472A-87F6-BA3A0443CA83},2022 NIFS,,DEFAULT,,,,1236.9,1,AKNFDC,60000,,,,Moderate,,Single Tree Torching,Smoldering,Natural,,,PRW6,,2022/06/26 18:44:29+00,Type 4 Incident,,0,0,0,100,,,AICC,2022/07/09 07:44:59+00,2022/07/08 15:59:59+00,2022/07/09 07:44:59+00,U,Type 5 IC,Middle Fork,MP 44-46 Chena Hotsprings Road,WF,FI,64.949667,-146.211,,,{4D77C7BD-C4F9-42CE-A9DD-19E6B9E789B5},,0,1,,1,,0,211383,0,0,Fairbanks,Fairbanks North Star,AKNFDC,02090,DNR,AKDNS,,State,Other,,,,,,,AK01W,DVF,AKFAS,US-AK,,,Timber (Litter and Understory),,2,2022-AKFAS-211383,No Decision,ifm,ifm,0,,,,IRWIN,,2022/07/17 05:14:04+00,2022/06/26 19:35:47+00,{AAD52284-65AD-4769-92B4-47688716CE52},0,,,0.320184997486357,-0.000950004376204073
17370,Goshute,Wildfire Daily Fire Perimeter,Mixed Methods,1965.8,2022/06/30 15:51:51+00,2022/07/02 23:03:56+00,,1965.7605123676,{538D312F-77E7-4B3B-A870-C68C2A2EB0D2},2022 NIFS,,ICS209,1785.8132,,,1966,20,NVEIC,2500000,,,,Minimal,Smoldering,Group Torching,Short-range Spotting,Undetermined,,,PRS4,,2022/06/25 22:28:59+00,Type 4 Incident,,0,90,10,0,PD,1522,GBCC,2022/07/21 21:59:59+00,2022/07/15 00:00:00+00,2022/07/21 21:59:59+00,U,Type 4 IC,Goshute,"25 miles south of Wendover ,NV west of Alternate 93",WF,FI,40.50779,-114.2963,,,{F3A471FF-FB14-42F1-80BE-C9A4C0158B0E},,0,1,0,0,0,0,010089,90,100,Wendover,Elko,NVEIC,32007,BLM,NVEKD,,BLM,Federal,,,,,,,GB19,BLM,NVEKD,US-NV,,,Timber (Grass and Understory),Brush (2 feet),0,2022-NVEKD-010089,Approved Decision,wildcad,ics209,0,Type 4 Incident,2022/07/07 21:05:31+00,,IRWIN,,2022/07/21 22:12:03+00,2022/06/26 00:03:42+00,{CF898CEF-41A4-4B09-9EFB-7163BE85BD36},0,,,0.130596842970446,-0.00084520568159552
17376,Hilltop,Wildfire Daily Fire Perimeter,Image Interpretation,31075.175671859,2022/06/25 18:43:47+00,2022/07/21 23:30:36+00,2022/07/14 21:48:00+00,31075.0471280071,{57B161B0-5C6F-49A2-B0B3-B75EAE24B152},2022 NIFS,,DEFAULT,26579.2722,,,31075.2,1,AKYTDC,0,,,,Minimal,,Torching,Spotting,Natural,,,PRP7,,2022/06/25 18:39:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/18 17:45:00+00,2022/07/15 02:00:00+00,2022/07/18 17:45:00+00,F,Type 5 IC,Hilltop,"65 Miles SW of Tanana, AK",WF,FI,64.56346,-153.711,,,{E9D6D376-443E-4EA6-B8F9-C0C634CDF01F},,0,1,0,0,0,0,000377,0,0,"Lake Minchumina, AK",Yukon-Koyukuk,AKYTDC,02290,FWS,AKNOR,,USFWS,Federal,,,,,,,AK03S,BLM,AKTAD,US-AK,,,Timber (Grass and Understory),,,2022-AKTAD-000377,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/22 00:00:27+00,2022/06/25 18:43:43+00,{B3334041-9791-46E1-BFFF-A14D417C53A2},0,,,3.11899094264358,-0.0235176482408652
17384,Huron,Wildfire Daily Fire Perimeter,Mixed Methods,18821.640060025,2022/06/24 23:46:17+00,2022/07/16 22:45:10+00,2022/07/03 22:16:56+00,18821.565100731,{414BA770-7786-4E6A-A22D-C4C5C7A6301B},2022 NIFS,,ICS209,18163.7793,,,18822,5,AKYTDC,0,,,,Active,,Spotting,Running,Natural,,,PRM0,,2022/06/24 23:16:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/06/30 19:15:00+00,2022/06/29 00:30:00+00,2022/06/30 19:15:00+00,F,Type 5 IC,Huron,20 Miles NE of Rampart,WF,FI,65.54533,-149.3954,,,{C6DE201D-D16B-4097-9E34-E1D6DAE44700},,0,1,0,0,0,0,000372,0,0,,Yukon-Koyukuk,AKYTDC,02290,DNR,AKDNS,,State,Other,,,,,,,AK03S,BLM,AKTAD,US-AK,,,Timber (Grass and Understory),,,2022-AKTAD-000372,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/24 04:12:33+00,2022/06/24 23:46:08+00,{7C2267B8-A165-4231-99D9-5A144D9CD57B},1,Dalton Highway Complex,{B4654FA1-FE2F-4A42-87E8-6EF8D3FCBA7E},1.78516773044924,-0.0147919789960359
17401,Sandy,Wildfire Daily Fire Perimeter,IR Image Interpretation,103.549683721896,2022/07/01 01:30:48+00,2022/07/05 10:48:47+00,2022/07/04 22:30:00+00,103.549294788577,{C5C47CD6-3125-4B0F-B38C-9A540BE1E1E1},2022 NIFS,,DEFAULT,103.5038,,,80,1,WYTDC,1755000,,,,Minimal,,Smoldering,Creeping,Undetermined,,,PR8G,,2022/06/28 21:36:00+00,Type 4 Incident,,0,95,5,0,,,GBCC,2022/07/21 21:59:59+00,2022/07/19 15:59:59+00,2022/07/21 21:59:59+00,U,Type 4 IC,Sandy,"7 miles southwest of Bondurant, WY",WF,FI,43.16348,-110.5147,,,{E7126E11-2161-4656-8039-17BF64A73EC6},,0,1,0,0,0,0,002201,95,100,Bondurant,Sublette,WYTDC,56035,USFS,WYBTF,,USFS,Federal,,,,,,,GB10,USFS,WYBTF,US-WY,,,Timber (Litter and Understory),,8,2022-WYBTF-002201,Approved Decision,wildcad,ics209,0,Type 4 Incident,2022/07/06 02:50:46+00,,IRWIN,,2022/07/21 22:12:50+00,2022/06/28 23:42:09+00,{E7C6E66E-0D06-4FE3-9B17-249262A773BF},0,,,0.0376688900361476,-4.6367690840983e-05
17408,Sunset,Wildfire Daily Fire Perimeter,Image Interpretation,3001.45467393714,2022/06/24 19:19:17+00,2022/07/15 19:22:24+00,2022/06/30 16:07:00+00,3001.44225593062,{D28510A9-7C8D-4595-813D-B1D6C10775D8},2022 NIFS,,ICS209,3001.4684,,,3002,1,AKYTDC,0,,,,Moderate,,Creeping,Smoldering,Natural,,,PRH8,,2022/06/24 18:49:00+00,Type 5 Incident,,0,100,0,0,PD,1522,AICC,2022/06/28 23:15:00+00,2022/06/27 23:15:00+00,2022/06/28 23:15:00+00,F,Type 5 IC,Sunset,49 Miles East of Tanana,WF,FI,65.10989,-153.7495,,,{B54F7432-F74A-4C36-A226-C820344ACFD1},,0,1,0,0,0,0,000369,0,0,,Yukon-Koyukuk,AKYTDC,02290,ANC,AKDYN,,ANCSA,Private,,,,,,,AK03S,BLM,AKTAD,US-AK,,,Timber (Grass and Understory),,4,2022-AKTAD-000369,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/17 02:49:46+00,2022/06/24 19:19:14+00,{6B7AFAA4-3732-43AF-B5E0-E3B0BC247934},1,Poorman Complex,{94095267-40F1-4ADC-A3EC-D1B00EC3D84F},0.287898936522074,-0.00231811651631555
17413,Leaf,Wildfire Daily Fire Perimeter,Image Interpretation,11177.6497136854,2022/06/27 00:09:17+00,2022/07/20 21:46:27+00,2022/07/14 21:48:00+00,11177.6035751697,{39BCF528-1CD7-44EE-AAFC-4C3A7451EEC1},2022 NIFS,,ICS209,11119.814,,,11177,1,AKYTDC,154000,,,,Moderate,,,,Natural,,,PRY5,,2022/06/27 00:01:00+00,Type 5 Incident,,0,0,100,0,PD,1522,AICC,2022/07/07 00:30:00+00,2022/07/01 03:59:59+00,2022/07/07 00:30:00+00,F,Type 5 IC,Leaf,"46 miles northwest of Telida, AK",WF,FI,63.85987,-154.4235,,,{410DD283-0D61-492B-B200-D9BB6FCB7148},,0,1,0,0,0,0,000385,100,0,,Yukon-Koyukuk,AKYTDC,02290,BLM,AKCYD,,BLM,Federal,,,,,,,AK03S,BLM,AKTAD,US-AK,,,Short Grass (1 foot),Timber (Grass and Understory),,2022-AKTAD-000385,No Decision,wildcad,ics209,0,,,,IRWIN,,2022/07/24 02:19:18+00,2022/06/27 00:09:03+00,{D6554C97-288C-4F34-B268-A28F76715977},1,Paradise Complex,{64C0C4A7-ADA2-4997-AF9F-6CF2222E9C98},1.07114792952847,-0.00825243470161146
17421,Mud River,Wildfire Daily Fire Perimeter,Image Interpretation,34641.5,2022/06/26 03:48:02+00,2022/07/14 14:09:24+00,2022/07/13 22:17:00+00,34641.345489548,{2457EDB5-66BF-49EC-9AD0-32533D7E0687},2022 NIFS,,DEFAULT,23692.4399,,,34641.5,100,AKGADC,,,,,,,,,Natural,,,PRU1,,2022/06/26 03:33:59+00,,,,,,,PD,1522,AICC,,,,,,Mud River,,WF,FI,64.099333,-157.010333,100,,{B22DF742-326C-48FB-B738-A7C2DBB8DD4C},,0,1,0,0,0,,000380,,,,Yukon-Koyukuk,AKGADC,02290,DNR,AKAKS,,State,Other,,,,,,,AK05,BLM,AKGAD,US-AK,,,,,,2022-AKGAD-000380,No Decision,wildcad,wildcad,0,,,,IRWIN,,2022/07/16 22:29:48+00,2022/06/26 03:47:58+00,{95214434-E541-4FDD-8210-29E6D455F6CE},0,,,1.97932381499428,-0.0257861088451052
17429,Yukon Creek,Wildfire Daily Fire Perimeter,Digitized-Image,12488.9112704965,2022/07/09 17:39:07+00,2022/07/09 17:43:53+00,2022/07/09 01:44:59+00,12488.8601216497,{A18D96C2-1213-4234-A6A7-8E0E29D4738F},2022 NIFS,,DEFAULT,50277.8904,,,12489,5,AKNFDC,177591,,,,Minimal,,,,Natural,,,PS0L,,2022/06/17 23:01:54+00,Type 4 Incident,,,,,,,,AICC,,,,,,Yukon Creek,,WF,FI,64.70645,-145.959367,,,{7D630CF5-A6E9-4BFF-B752-F2382D7ECDB1},,0,1,,1,,0,211296,,,,Fairbanks North Star,AKNFDC,02090,DNR,AKDNS,,State,Other,,,,,,,AK01W,DVF,AKFAS,US-AK,,,Chaparral (6 feet),,,2022-AKFAS-211296,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/23 04:13:06+00,2022/06/18 00:02:29+00,{025C656A-D7E3-40F6-8013-A4BB515A22D2},1,Middle Tanana Complex,{115283FB-9646-4A96-8854-0B5F09C39C6E},1.55338807487462,-0.0094936406832627
